date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:54	12407/12407	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ed2a2a97af2d03e38a782bcf5e759dbf%22	https://www.biotechpackages.com/_next/static/chunks/6922-9c28b580c1a3e91e.js	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/chunks/6922-9c28b580c1a3e91e.js	(from https://www.biotechpackages.com/)
10:57:55	10544/10544	---MCZ	200	added ('OK')	application/javascript	etag:W/%227711e45e09b5affb9a1fd66eae4333ac%22	https://www.biotechpackages.com/_next/static/chunks/5955-ad1c7bf09b689c0b.js	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/chunks/5955-ad1c7bf09b689c0b.js	(from https://www.biotechpackages.com/)
10:57:55	6440/6440	---MCZ	200	added ('OK')	application/javascript	etag:W/%229d4c5d38d8743aaa656879ff9a230c3c%22	https://www.biotechpackages.com/_next/static/chunks/7745-503cc87a4ba056bc.js	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/chunks/7745-503cc87a4ba056bc.js	(from https://www.biotechpackages.com/)
10:57:55	28902/28902	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b85ef2b2422f4db09be16c5c59025df0%22	https://www.biotechpackages.com/_next/static/chunks/pages/index-d603ac65f7f3872e.js	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/chunks/pages/index-d603ac65f7f3872e.js	(from https://www.biotechpackages.com/)
10:57:55	4785/4785	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a7cf3c3f01e9df071ba6d915654ab89d%22	https://www.biotechpackages.com/_next/static/LDUXjTALx-GkR9HP2-Jz0/_buildManifest.js	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/LDUXjTALx-GkR9HP2-Jz0/_buildManifest.js	(from https://www.biotechpackages.com/)
10:57:55	77/77	---M--	200	added ('OK')	application/javascript	etag:%22b6652df95db52feb4daf4eca35380933%22	https://www.biotechpackages.com/_next/static/LDUXjTALx-GkR9HP2-Jz0/_ssgManifest.js	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/LDUXjTALx-GkR9HP2-Jz0/_ssgManifest.js	(from https://www.biotechpackages.com/)
10:57:56	7438/7438	---M--	200	added ('OK')	image/png	etag:%22249609fcb1cb07e2247bd74cdbabc452%22	https://www.biotechpackages.com/images/6.png	G:/Html/Bio%20tech/www.biotechpackages.com/images/6.png	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:56	7399/7399	---M--	200	added ('OK')	image/png	etag:%2240c103dded5227f20af22af8265313aa%22	https://www.biotechpackages.com/images/5.png	G:/Html/Bio%20tech/www.biotechpackages.com/images/5.png	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:57	411670/411670	---M--	200	added ('OK')	image/png	etag:%22beab934f09544c0eb89a1184d57f89ae%22	https://www.biotechpackages.com/images/mobilebg.png	G:/Html/Bio%20tech/www.biotechpackages.com/images/mobilebg.png	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:57	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/sugar-magic/Sugar	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/sugar-magic/Sugar	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:57	36332/36332	---MCZ	200	added ('OK')	font/otf	etag:W/%2234efe71ba21339b00021eee7f240d333%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Regular.otf	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Regular.otf	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:57	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Regular.ttf	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Regular.ttf	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:57	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Regular.woff	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Regular.woff	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:57	36612/36612	---MCZ	200	added ('OK')	font/otf	etag:W/%229d2ebade57e48ab90e369944f656b368%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Light.otf	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Light.otf	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:58	34324/34324	---MCZ	200	added ('OK')	font/otf	etag:W/%22853e07643e344ad5dadbd43c63136784%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Bold.otf	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Bold.otf	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:58	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Bold.ttf	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Bold.ttf	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:58	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Bold.woff	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Bold.woff	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:58	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Medium.eot	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Medium.eot	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:59	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Medium.ttf	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Medium.ttf	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:57:59	1443/1443	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2201e405837d9586bc91f2a97b2386d452%22	https://www.biotechpackages.com/fonts/atc/ATCArquette-Medium.woff	G:/Html/Bio%20tech/www.biotechpackages.com/fonts/atc/ATCArquette-Medium.woff	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:58:00	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22c5cd7f5300576ab4c88202b42f6ded62%22	https://www.biotechpackages.com/_next/static/media/ajax-loader.0b80f665.gif	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/media/ajax-loader.0b80f665.gif	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:58:00	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ced611daf7709cc778da928fec876475%22	https://www.biotechpackages.com/_next/static/media/slick.25572f22.eot	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/media/slick.25572f22.eot	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:58:01	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ced611daf7709cc778da928fec876475%22	https://www.biotechpackages.com/_next/static/media/slick.25572f22.eot?	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/media/slick.25572f22d41d.eot	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:58:02	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22b7c9e1e479de3b53f1e4e30ebac2403a%22	https://www.biotechpackages.com/_next/static/media/slick.653a4cbb.woff	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/media/slick.653a4cbb.woff	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:58:03	1892/1892	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d41f55a78e6f49a5512878df1737e58a%22	https://www.biotechpackages.com/_next/static/media/slick.6aa1ee46.ttf	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/media/slick.6aa1ee46.ttf	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
10:58:03	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f97e3bbf73254b0112091d0192f17aec%22	https://www.biotechpackages.com/_next/static/media/slick.f895cfdf.svg	G:/Html/Bio%20tech/www.biotechpackages.com/_next/static/media/slick.f895cfdf.svg	(from https://www.biotechpackages.com/_next/static/css/458bfee36e1972a9.css)
